1	City SPAR	47.5101	19.0092	3	10	Pest	1026	Budapest	2	Szilágyi Erzsébet fasor 63	+3620-823-7768	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
2	SPAR Szupermarket	47.5732	19.0494	1	11	Pest	1031	Budapest	3	Monostori út 3	+3620-823-7769	info@spar.hu	http://www.spar.hu	31	2015-03-19 13:11:57
3	SPAR Szupermarket	47.5571	19.0446	1	13	Pest	1033	Budapest	3	Köles utca 1	+3620-823-7770	info@spar.hu	http://www.spar.hu	20	2015-03-19 13:11:57
4	SPAR Szupermarket	47.5376	19.0407	1	14	Pest	1036	Budapest	3	Pacsirtamező utca 49	+3620-823-7765	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
5	SPAR Szupermarket	47.5979	19.049	1	15	Pest	1039	Budapest	3	Viziorgona utca 5	+3620-823-7766	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
6	SPAR Szupermarket	47.5647	19.1002	1	16	Pest	1041	Budapest	4	Rózsa utca 77	+3620-823-7767	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
7	SPAR Szupermarket	47.5607	19.0896	1	17	Pest	1042	Budapest	4	István út 10	+3620-823-7762	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
8	SPAR Szupermarket	47.562	19.1064	1	19	Pest	1045	Budapest	4	Árpád út 183-185	+3620-823-7763	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
9	SPAR Szupermarket	47.5849	19.116	1	20	Pest	1048	Budapest	4	Külső-Szilágyi út 46	+3620-823-7764	info@spar.hu	http://www.spar.hu	29	2015-03-19 13:11:57
10	SPAR Szupermarket	47.4998	19.0689	1	21	Pest	1073	Budapest	7	Erzsébet körút 24	+3620-823-7759	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
11	SPAR Szupermarket	47.4873	19.0806	1	22	Pest	1083	Budapest	8	Szigony utca 12	+3620-823-7760	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
12	SPAR Szupermarket	47.4926	19.073	1	23	Pest	1084	Budapest	8	Rákóczi tér 7-8	+3620-823-7761	info@spar.hu	http://www.spar.hu	0	2015-04-12 01:42:17
13	City SPAR	47.4854	19.0648	3	24	Pest	1092	Budapest	9	Ráday utca 32	+3620-823-7756	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57	24	
14	SPAR Szupermarket	47.4828	19.1289	1	25	Pest	1102	Budapest	10	Liget tér 1	+3620-823-7757	info@spar.hu	http://www.spar.hu	10	2015-06-01 17:52:06
15	SPAR Szupermarket	47.4836	19.1286	1	26	Pest	1102	Budapest	10	Liget tér 5	+3620-823-7758	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
16	SPAR Szupermarket	47.4886	19.1355	1	27	Pest	1102	Budapest	10	Kőrösi Csoma Sándor utca 35-37	+3620-823-7778	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
17	SPAR Szupermarket	47.4684	19.16	1	28	Pest	1108	Budapest	10	Újhegyi sétány 3-5	+3620-823-7779	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:01:35
18	SPAR Szupermarket	47.4485	19.007	1	29	Pest	1112	Budapest	11	Péterhegyi lejtő 36	+3620-823-7780	info@spar.hu	http://www.spar.hu	63	2015-03-19 13:11:57
19	SPAR Szupermarket	47.4634	19.0289	1	30	Pest	1115	Budapest	11	Etele út 58-60	+3620-823-7776	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
20	SPAR Szupermarket	47.4739	19.0546	1	32	Pest	1117	Budapest	11	Irinyi József utca 34	+3620-823-7815	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
21	SPAR Szupermarket	47.4562	19.0387	1	34	Pest	1119	Budapest	11	Andor utca 1	+3620-823-7867	info@spar.hu	http://www.spar.hu	15	2015-03-19 13:11:57
22	SPAR Szupermarket	47.4679	19.0335	1	35	Pest	1119	Budapest	11	Tétényi út 31	+3620-823-7816	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
23	SPAR Szupermarket	47.5496	19.0773	1	36	Pest	1131	Budapest	13	Gyöngyösi sétány 2	+3620-823-7818	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
25	SPAR Szupermarket	47.5313	19.082	1	38	Pest	1139	Budapest	13	Országbíró út 38-42	+3620-823-7782	info@spar.hu	http://www.spar.hu	23	2015-03-20 10:02:25
26	SPAR Szupermarket	47.5227	19.1017	1	39	Pest	1149	Budapest	14	Nagy Lajos király útja 191	+3620-823-7783	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:02:35
27	SPAR Szupermarket	47.509	19.1492	1	40	Pest	1144	Budapest	14	Szentmihályi út 23	+3620-823-7784	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
28	SPAR Szupermarket	47.5064	19.1461	1	41	Pest	1144	Budapest	14	Ond vezér útja 34	+3620-823-7785	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
29	SPAR Szupermarket	47.5102	19.1434	1	42	Pest	1144	Budapest	14	Vezér út 39-41	+3620-823-7786	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
30	SPAR Szupermarket	47.5456	19.1396	1	43	Pest	1156	Budapest	15	Nyírpalota út 54	+3620-823-7787	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
31	SPAR Szupermarket	47.5386	19.136	1	44	Pest	1156	Budapest	15	Nyírpalota utca 2-4.	+3620-823-7788	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:03:27
32	SPAR Szupermarket	47.5089	19.1803	1	45	Pest	1163	Budapest	16	Veres Péter utca 47	+3620-823-7789	info@spar.hu	http://www.spar.hu	10	2015-03-19 13:11:57
33	SPAR Szupermarket	47.521	19.1867	1	46	Pest	1165	Budapest	16	Arany János utca 102	+3620-823-7771	info@spar.hu	http://www.spar.hu	52	2015-03-19 13:11:57
34	SPAR Szupermarket	47.4795	19.2551	1	47	Pest	1173	Budapest	17	Pesti út 169	+3620-823-7772	info@spar.hu	http://www.spar.hu	0	2015-09-07 09:22:00
35	SPAR Szupermarket	47.4801	19.2439	1	48	Pest	1173	Budapest	17	Bakancsos utca 5	+3620-823-7773	info@spar.hu	http://www.spar.hu	25	2015-03-19 13:11:57
36	SPAR Szupermarket	47.4755	19.2664	1	49	Pest	1173	Budapest	17	Maroshévíz utca 1	+3620-823-7774	info@spar.hu	http://www.spar.hu	70	2015-03-19 13:11:57
37	SPAR Szupermarket	47.4411	19.1693	1	50	Pest	1181	Budapest	18	Kondor Béla sétány 2	+3620-823-7775	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
38	SPAR Szupermarket	47.4346	19.1722	1	51	Pest	1181	Budapest	18	Darus utca 5	+3620-823-7790	info@spar.hu	http://www.spar.hu	12	2015-03-19 13:11:57
39	SPAR Szupermarket	47.4291	19.2175	1	52	Pest	1182	Budapest	18	Üllői út 753	+3620-823-7791	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
40	SPAR Szupermarket	47.4047	19.1875	1	53	Pest	1188	Budapest	18	Nemes utca 7	+3620-823-7792	info@spar.hu	http://www.spar.hu	10	2015-03-19 13:11:57
41	SPAR Szupermarket	47.4472	19.1906	1	54	Pest	1183	Budapest	18	Nefelejcs utca 89	+3620-823-7793	info@spar.hu	http://www.spar.hu	90	2015-06-01 17:52:38
42	SPAR Szupermarket	47.4579	19.1429	1	56	Pest	1191	Budapest	19	Üllői út 257	+3620-823-7795	info@spar.hu	http://www.spar.hu	40	2015-03-19 13:11:57
43	SPAR Szupermarket	47.433	19.1044	1	57	Pest	1201	Budapest	20	Nagysándor József utca 19	+3620-823-7796	info@spar.hu	http://www.spar.hu	30	2015-03-19 13:11:57
44	SPAR Szupermarket	47.4349	19.0712	1	58	Pest	1211	Budapest	21	Kossuth Lajos utca 22	+3620-823-7797	info@spar.hu	http://www.spar.hu	8	2015-03-19 13:11:57
45	SPAR Szupermarket	47.4225	19.0868	1	59	Pest	1212	Budapest	21	Kikötő utca 8	+3620-823-7798	info@spar.hu	http://www.spar.hu	32	2015-03-19 13:11:57
46	SPAR Szupermarket	47.4112	19.0606	1	60	Pest	1214	Budapest	21	Szabadság utca 20	+3620-823-7800	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
47	SPAR Szupermarket	47.4081	19.0722	1	61	Pest	1214	Budapest	21	Csikó sétány 2	+3620-823-7806	info@spar.hu	http://www.spar.hu	30	2015-03-19 13:11:57
48	SPAR Szupermarket	47.4255	19.039	1	62	Pest	1221	Budapest	22	Kossuth Lajos utca 41	+3620-823-7966	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
49	SPAR Szupermarket	47.5457	19.0328	1	63	Pest	1032	Budapest	3	Vörösvári út 98	+3620-823-7967	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
51	SPAR Szupermarket	47.6795	19.0798	1	65	Pest	2000	Szentendre	0	Ady Endre utca 24	+3620-823-7969	info@spar.hu	http://www.spar.hu	83	2015-03-19 13:11:57
52	SPAR Szupermarket	47.396	18.9113	1	66	Pest	2030	Érd	0	Tárnoki út 87	+3620-823-7970	info@spar.hu	http://www.spar.hu	63	2015-03-19 13:11:57
53	SPAR Szupermarket	47.3781	18.921	1	67	Pest	2030	Érd	0	Budai út 13	+3620-823-7971	info@spar.hu	http://www.spar.hu	0	2015-03-19 13:11:57
54	SPAR Szupermarket	47.5163	18.9229	1	69	Pest	2092	Budakeszi	0	Márity László út 20	+3620-823-7973	info@spar.hu	http://www.spar.hu	25	2015-03-19 13:11:57
55	SPAR Szupermarket	47.5986	19.344	1	71	Pest	2100	Gödöllő	0	Kossuth utca 46-48	+3620-823-7974	info@spar.hu	http://www.spar.hu	44	2015-03-19 13:11:57
56	SPAR Szupermarket	47.649	19.2937	1	72	Pest	2112	Veresegyház	0	Gödöllői út 2/a	+3620-823-7975	info@spar.hu	http://www.spar.hu	60	2015-03-19 13:11:57
57	SPAR Szupermarket	47.638	19.1285	1	73	Pest	2120	Dunakeszi	0	Barátság útja 5221/1	+3620-823-7976	info@spar.hu	http://www.spar.hu	100	2015-03-20 10:04:53
58	SPAR Szupermarket	47.7041	19.1361	1	74	Pest	2131	Göd	0	Pesti út 176	+3620-823-7977	info@spar.hu	http://www.spar.hu	102	2015-03-19 13:11:57
59	SPAR Szupermarket	47.3492	19.4361	1	75	Pest	2200	Monor	0	Ady Endre utca 57-59	+3620-823-7978	info@spar.hu	http://www.spar.hu	80	2015-03-19 13:11:57
60	SPAR Szupermarket	47.4143	19.403	1	76	Pest	2230	Gyömrő	0	Kossuth út 41/a	+3620-823-7979	info@spar.hu	http://www.spar.hu	72	2015-03-19 13:11:57
61	SPAR Szupermarket	47.3511	19.0812	1	79	Pest	2330	Dunaharaszti	0	Fő út 186	+3620-823-7982	info@spar.hu	http://www.spar.hu	65	2015-03-19 13:11:57
62	SPAR Szupermarket	47.1811	19.0013	1	80	Pest	2340	Kiskunlacháza	0	Dózsa György utca 168	+3620-823-7983	info@spar.hu	http://www.spar.hu	46	2015-03-19 13:11:57
63	SPAR Szupermarket	47.3817	19.2134	1	82	Pest	2360	Gyál	0	Déryné utca 1-3.	+3620-823-7984	info@spar.hu	http://www.spar.hu	30	2015-03-20 10:05:34
64	SPAR partner	47.3135	18.9035	4	83	Pest	2440	Százhalombatta	0	Piac tér B/1	+3620-823-7985	info@spar.hu	http://www.spar.hu	0	2015-07-29 14:26:00
65	SPAR Szupermarket	47.7958	19.1319	1	84	Pest	2600	Vác	0	Gombási út 7	+3620-823-7927	info@spar.hu	http://www.spar.hu	75	2015-03-19 13:11:57
66	SPAR Szupermarket	47.1883	20.0026	1	85	Pest	2740	Abony	0	Ceglédi út 8	+3620-823-7928	info@spar.hu	http://www.spar.hu	76	2015-03-19 13:11:57
68	SPAR Szupermarket	47.4623	19.0161	1	101	Pest	1112	Budapest	11	Balatoni út 000853/15. hrsz. (Kérő utca 1.)	+3620-823-7101	info@spar.hu	http://www.spar.hu	33	2015-03-20 10:15:53
69	SPAR Szupermarket	47.4598	19.1426	1	102	Pest	1191	Budapest	19	Eötvös utca 5	+3620-823-7102	info@spar.hu	http://www.spar.hu	35	2015-06-01 17:53:15
70	SPAR Szupermarket	47.4408	19.0958	1	103	Pest	1203	Budapest	20	Baross utca 5	+3620-823-7103	info@spar.hu	http://www.spar.hu	10	2015-03-19 13:11:57
71	SPAR Szupermarket	47.5437	19.121	1	104	Pest	1155	Budapest	15	Vasutastelep u. 4.	+3620-823-7104	info@spar.hu	http://www.spar.hu	1	2015-03-20 10:17:59
72	SPAR Szupermarket	47.5572	19.0997	1	105	Pest	1045	Budapest	4	Rózsa utca 18	+3620-823-7105	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:18:17
73	SPAR Szupermarket	47.5988	19.0521	1	106	Pest	1038	Budapest	3	Csobánka tér 3	+3620-823-7106	info@spar.hu	http://www.spar.hu	0	2015-03-20 10:18:39
74	SPAR Szupermarket	47.5868	19.1125	1	107	Pest	1048	Budapest	4	Kordován tér 12	+3620-823-7107	info@spar.hu	http://www.spar.hu	2	2015-09-17 08:39:04
75	SPAR Szupermarket	47.4179	19.0655	1	108	Pest	1214	Budapest	21	Zrínyi út 1	+3620-823-7108	info@spar.hu	http://www.spar.hu	60	2015-03-19 13:11:57
